id,country,country_slug,institutions_resources,safety_frameworks,safety_outcomes,ul_safety_index,transport_injuries,transport_injuries_rating,falls,falls_rating,drowning,drowning_rating,fires_heat_hot_substances,fires_heat_hot_substances_rating,poisonings,poisonings_rating,exposure_to_mechanical_forces,exposure_to_mechanical_forces_rating,foreign_body,foreign_body_rating,unintentional_injuries,other_unintentional_injuries,other_unintentional_injuries_rating,exposure_to_forces_of_nature_disaster,exposure_to_forces_of_nature_disaster_rating,gdp_per_capita,gdp_per_capita_rating,network_readiness_rating,government_effectiveness_rating,education_rating,consumer_protection_survey_rating,ul_labor_rights_index_rating,un_region,un_sub_region,un_development_status,who_region,population,population_decile,population_under_15,youth_population_group,population_over_65,older_population_group,gdp,gdp_decile,iso_abbreviation,iso_membership,iec_membership,government_effectiveness,education,network_readiness,ul_standards_index,ul_standards_index_rating,consumer_protection_survey,ul_labor_rights_index
46,Democratic People's Republic of Korea,North Korea,6.3926941,46.6666667,78.3116059,28.58724332,1337.446803,67.00159846,342.4101232,81.70204085,362.7718377,66.42482727,57.45728888,92.32520512,105.5252634,72.98981713,210.4581219,73.18634698,26.76061025,98.90022957,2781.542352,146.5523541,86.77282732,192.1599492,65.5015606,,,,6.392694064,,,,Asia,Eastern Asia,Developing,South-East Asia,24983000,3,0.22,20-24%,0.1,10-14%,0,,PRK,Member body,Associate Member,-1.93,,,7,46.66666667,,
47,Democratic Republic of the Congo,Democratic Republic of the Congo,15.6362824,56.315,61.6558353,37.86552011,1101.4021,74.22177538,305.2706549,84.05030819,871.2646116,16.91702807,513.9689673,0.880118911,167.0938395,56.95789996,394.6715219,43.56174023,144.5567021,91.50288686,3644.377115,146.1487171,86.81076035,0,100,413.6970577,8.88528316,,14.15525114,23.86831276,,52.63,Africa,Middle Africa,Least Developed,Africa,73340200,1,0.46,45%+,0.03,1-4%,33121070959,5,COD,Non Member,Affiliate Country,-1.59,0.372,,9,60,,52.63
48,Denmark,Denmark,91.7819806,100,91.6610213,94.40189357,361.1220288,96.86559248,787.7068555,53.5466628,31.77099366,98.65168311,54.05887537,93.0059505,13.84207734,96.86331458,103.4620404,90.39311282,33.89822531,98.45200261,1421.767545,35.903618,97.17138117,0.002830223,99.99949189,59818.63153,89.97110522,89.13043478,95.43378995,92.59259259,,100,Europe,Northern Europe,Developed,European,5676025,6,0.17,15-19%,0.19,15-19%,3.42362E+11,2,DNK,Member body,Full Member,1.97,0.873,5.58,15,100,,100
49,Djibouti,Djibouti,23.3685948,9.755,83.889403,26.74169874,1136.145521,73.1590375,212.7117778,89.90265335,269.9864875,75.45858098,168.6396939,70.05395754,49.16705898,87.66499921,237.0810887,68.90492705,83.25132581,95.35273342,2214.270973,49.64377188,95.88010813,7.644247313,98.62762972,1684.503796,31.77498776,,23.51598174,14.81481481,,19.51,Africa,Eastern Africa,Least Developed,Eastern Mediterrainian,900000,8,0.34,30-34%,0.04,1-4%,1589026158,9,DJI,Non Member,Non Member,-1.18,0.306,,0,0,,19.51
50,Dominica,Dominica,59.3902736,53.1183333,85.1470825,64.52230085,848.8022925,81.94834275,229.2790821,88.85513002,259.3315433,76.49596611,82.86891895,87.23493292,22.44377699,94.62350744,262.9884118,64.73859464,148.2835628,91.26884798,1998.207164,76.01018851,93.40224338,68.19938719,87.75617689,7175.427632,55.39990188,,66.66666667,56.1042524,,79.57,Americas,Caribbean,Developing,Americas,68000,10,0.22,20-24%,0.1,10-14%,524074074,10,DMA,Correspondent member,Affiliate Country,0.71,0.607,,4,26.66666667,,79.57
51,Dominican Republic,Dominican Republic,45.3161519,53.5169841,85.65356,59.22385745,1421.630956,64.42655878,143.3586041,94.28774015,143.7437945,87.74980362,62.41883058,91.33134531,16.46765476,96.17963725,267.4736414,64.01729443,140.5249543,91.75607201,2400.154711,202.3151431,81.53234845,2.22113304,99.6012404,5952.322754,52.35334503,35.86956522,39.26940639,53.77229081,85.71428569,28.17,Americas,Caribbean,Developing,Americas,10508000,5,0.31,30-34%,0.06,5-9%,64137819040,4,DOM,Correspondent member,Affiliate Country,-0.49,0.59,3.62,7,46.66666667,0.909090909,28.17
52,Ecuador,Ecuador,45.2359371,62.7943386,82.918072,61.756749,1655.934202,57.25964985,352.1418264,81.08672131,298.010747,72.73008712,72.36665291,89.33867018,34.39579864,91.51130584,126.9270644,86.6195431,358.801734,78.04875693,3005.220734,96.64239233,91.46326884,10.00031679,98.20464501,6032.232804,52.57074547,34.7826087,39.26940639,54.32098765,82.53968255,32.51,Americas,South America,Developing,Americas,16279000,4,0.31,30-34%,0.07,5-9%,1.00917E+11,4,ECU,Member body,Affiliate Country,-0.49,0.594,3.58,11,73.33333333,0.888888889,32.51
53,Egypt,Egypt,40.8837623,77.55,93.0367652,66.56752646,690.9335904,86.77725839,139.4239603,94.53652119,157.1966921,86.44000457,28.71073459,98.08350498,51.19002371,87.13823694,96.92381741,91.44456882,12.85723597,99.77333175,1255.183336,76.98015677,93.31108764,0.967124775,99.82637227,3104.219707,41.74034243,40.2173913,30.1369863,51.44032922,,55.1,Africa,Northern Africa,Developing,Eastern Mediterrainian,89074000,1,0.31,30-34%,0.04,1-4%,2.86538E+11,2,EGY,Member body,Full Member,-0.89,0.573,3.78,15,100,,55.1
54,El Salvador,El Salvador,43.8540216,59.2166667,90.3149536,61.66958353,1513.032641,61.63074795,214.309394,89.80163871,204.711725,81.81385288,41.84307782,95.45292987,16.43110881,96.1891535,74.77500287,95.00646996,45.77428456,97.70621148,2167.138366,55.97308324,95.28529171,0.288048845,99.94828665,3983.664727,45.80674398,33.42391304,47.48858447,48.69684499,100,17.65,Americas,Central America,Developing,Americas,6366000,6,0.31,30-34%,0.07,5-9%,25163700000,6,SLV,Member body,Affiliate Country,-0.13,0.553,3.53,9,60,1,17.65
55,Equatorial Guinea,Equatorial Guinea,31.0207381,15.475,51.2176556,29.07819827,2816.082184,21.77283921,462.3433868,74.11885837,758.6301681,27.88332631,489.1649764,5.848673262,136.4642957,64.9335645,492.0581516,27.90033553,796.8132641,50.54256935,6085.489806,133.9333789,87.95873417,0,100,19546.69114,71.73698418,8.423913043,14.15525114,29.76680384,,30.95,Africa,Middle Africa,Least Developed,Africa,805000,8,0.39,35-39%,0.03,1-4%,15529729677,6,GNQ,Non Member,Non Member,-1.59,0.415,2.61,0,0,,30.95
56,Eritrea,Eritrea,12.2042385,33.7633333,86.0604013,32.8538641,923.9376553,79.65008905,161.1790323,93.16098387,262.6158296,76.1762019,178.0526816,68.16841657,54.48107654,86.28127565,184.3130026,77.39092101,35.15378647,98.37315605,1855.094385,55.35879098,95.34302171,0.002529692,99.99954584,688.9815607,17.20068564,,15.29680365,4.115226337,,40.86,Africa,Eastern Africa,Least Developed,Africa,5200000,6,0.43,40-45%,0.02,1-4%,2607739837,9,ERI,Correspondent member,Affiliate Country,-1.54,0.228,,4,26.66666667,,40.86
57,Estonia,Estonia,77.8256467,65.0733333,84.2436345,75.28138994,438.0485918,94.51254923,453.7702529,74.66092349,235.9354064,78.77385737,213.6821255,61.03138652,43.24583334,89.20683443,158.9311075,81.47275578,185.2993406,88.94433628,1845.487376,116.5747178,89.59006751,0,100,18877.33049,71.16894825,76.63043478,72.83105023,90.67215364,,63.48,Europe,Northern Europe,Developed,European,1310504,8,0.16,15-19%,0.19,15-19%,26485161116,6,EST,Member body,Associate Member,0.98,0.859,5.12,10,66.66666667,,63.48
58,Ethiopia,Ethiopia,20.4781049,37.74,80.6513467,39.64919987,1072.719826,75.09911382,298.1149011,84.5027547,297.7021108,72.76013652,226.4126648,58.48129784,62.27270574,84.25240375,238.0071252,68.75600483,61.38724707,96.72575082,2392.95368,107.7207453,90.42214669,28.6163543,94.86251131,502.5967236,12.05856151,14.94565217,38.58447489,16.32373114,,15.48,Africa,Eastern Africa,Least Developed,Africa,98148000,1,0.41,40-45%,0.04,1-4%,55612228234,4,ETH,Member body,Affiliate Country,-0.52,0.317,2.85,9,60,,15.48
59,Fiji,Fiji,51.3125271,40.9957143,85.4060391,56.42654781,773.9050067,84.2393141,149.422622,93.9043223,386.1991333,64.14390233,204.4664332,62.87740671,5.468663377,99.04367813,172.530333,79.28577205,108.0246207,93.79702347,1893.887004,89.65213379,92.12019979,4.218057682,99.2427329,4378.306845,47.34664217,,28.53881279,78.0521262,42.85714277,20.13,Oceania,Melanesia,Developing,Western Pacific,867000,8,0.29,25-29%,0.05,5-9%,4531817941,8,FJI,Member body,Affiliate Country,-0.96,0.767,,9,60,0.636363636,20.13
60,Finland,Finland,92.8645638,97.215,77.1464172,88.6406683,518.7413506,92.04430492,1634.584277,0,104.3391553,91.58631235,78.29672045,88.15080234,28.30130807,93.09825773,228.2996271,70.31713347,50.76879494,97.39256691,3056.376099,413.0448649,61.72837746,0,100,49310.22922,86.82176683,100,100,84.63648834,,94.43,Europe,Northern Europe,Developed,European,5476031,6,0.16,15-19%,0.2,20-26%,2.72217E+11,3,FIN,Member body,Full Member,2.17,0.815,5.98,15,100,,94.43
61,France,France,82.0599101,98.1433333,89.2629368,89.58205153,471.8953013,93.47724012,958.6808172,42.73626115,52.03402933,96.67883639,44.35174093,94.95041279,14.47307632,96.69900798,87.60980788,92.94241789,115.8838376,93.30348145,1830,84.73606953,92.58220199,0.019096058,99.99657169,42627.65244,84.44771304,75,84.01826484,84.77366255,100,94.43,Europe,Western Europe,Developed,European,64346720,2,0.19,15-19%,0.18,15-19%,2.82919E+12,1,FRA,Member body,Full Member,1.47,0.816,5.06,15,100,1,94.43
62,Gabon,Gabon,41.5519973,66.075,67.5934893,57.03979824,2401.465267,34.45521444,397.9816068,78.18834759,533.9586397,49.75776285,247.7602469,54.20510606,92.54599457,76.36950489,387.8069522,44.66567826,330.2690522,79.84054835,4494.857455,103.069673,90.85924545,0.0000225,99.99999596,10425.10551,61.48963862,18.20652174,32.87671233,53.6351166,,72.15,Africa,Middle Africa,Developing,Africa,1751000,8,0.38,35-39%,0.05,5-9%,18179717776,6,GAB,Member body,Affiliate Country,-0.77,0.589,2.97,9,60,,72.15
63,Gambia,Gambia,24.3333943,51.1083333,84.9793503,47.27910784,1306.269562,67.9552534,244.1558862,87.91449423,287.8926141,73.7152073,102.9563292,83.21116957,42.3604176,89.43738893,198.9416142,75.03839472,97.65928025,94.44794469,2355.489444,70.82328854,93.88969819,4.430451872,99.20460181,477.3989285,11.22005077,31.79347826,34.01826484,20.30178326,,75.55,Africa,Western Africa,Least Developed,Africa,2021893,7,0.46,45%+,0.02,1-4%,903779326,10,GMB,Correspondent member,Affiliate Country,-0.72,0.346,3.47,4,26.66666667,,75.55
64,Georgia,Georgia,57.3640131,35.015,81.4734693,54.69781218,787.9126023,83.8108473,850.2131513,49.59449279,243.7761161,78.01047134,190.090699,65.75704882,39.64680011,90.14399112,180.6822008,77.97481488,35.57577555,98.34665604,2443.78525,115.5172385,89.68944736,0.370666041,99.9334544,3596.90832,44.1418475,44.29347826,62.55707763,78.46364883,,30.03,Asia,Western Asia,Developing,European,3804000,7,0.17,15-19%,0.14,10-14%,16529963187,6,GEO,Correspondent member,Associate Member,0.53,0.77,3.93,6,40,,30.03
65,Germany,Germany,87.5236789,96.2866667,91.7286839,91.7766694,325.0264918,97.96968911,904.7626148,46.14542017,21.67255752,99.63488557,31.99604125,97.42541634,5.198018998,99.11415155,91.84718574,92.2609764,58.9743147,96.87727781,1486.449377,46.96229571,96.13210807,0.009856233,99.99823051,46254.97659,85.77904164,85.05434783,85.15981735,94.10150892,100,88.86,Europe,Western Europe,Developed,European,81132000,1,0.13,10-14%,0.21,20-26%,3.86829E+12,1,DEU,Member body,Full Member,1.52,0.884,5.43,15,100,1,88.86
66,Ghana,Ghana,40.8356333,74.43,86.3319064,64.02057176,1299.867932,68.15106758,245.2361967,87.84618798,203.6185979,81.92028176,107.1689176,82.36733462,34.66532407,91.44112378,184.1613589,77.41530786,94.21262705,94.66438714,2247.038913,77.83172594,93.23105882,0.276232852,99.95040797,1856.900161,33.36342682,32.88043478,48.40182648,48.69684499,,88.86,Africa,Western Africa,Developing,Africa,27672800,3,0.39,35-39%,0.05,5-9%,38616536132,5,GHA,Member body,Affiliate Country,-0.09,0.553,3.51,9,60,,88.86
67,Greece,Greece,65.2076684,88.85,91.1037655,80.81602344,651.2639722,87.99067965,760.7997345,55.24795569,93.38307779,92.65301637,37.89387632,96.24400508,15.75150369,96.36611671,71.7230116,95.49728139,68.37101327,96.28718523,1708.696991,9.463135414,99.6562065,0.047666461,99.99144245,21965.96289,73.63924935,44.29347826,60.73059361,82.16735254,100,66.55,Europe,Southern Europe,Developed,European,11520785,4,0.15,15-19%,0.21,20-26%,2.35574E+11,3,GRC,Member body,Full Member,0.45,0.797,3.93,15,100,1,66.55
68,Grenada,Grenada,61.9073153,48.7883333,84.9339339,63.53988106,965.9253511,78.36576202,232.2888499,88.66482736,309.2455616,71.63624474,86.62740587,86.48206027,24.5174029,94.08355344,295.2563738,59.54936473,132.0301875,92.2895252,2122.286496,76.02157451,93.40117335,0.373788854,99.93289376,7889.894011,56.9473062,,56.62100457,72.15363512,,70.91,Americas,Caribbean,Developing,Americas,111000,10,0.26,25-29%,0.07,5-9%,911803790,10,GRD,Non Member,Affiliate Country,0.27,0.724,,4,26.66666667,,70.91
69,Guatemala,Guatemala,36.8225132,32.9226984,88.0927238,47.44418196,803.255258,83.34154345,139.0704538,94.55887283,200.6223657,82.21200048,64.52888238,90.90867514,39.65966391,90.1406415,209.7713555,73.29679054,253.2656421,84.67619786,1771.35739,48.37504082,95.99934102,12.80872752,97.70045157,3432.022425,43.37687041,30.43478261,34.24657534,39.23182442,28.57142846,23.53,Americas,Central America,Developing,Americas,16183752,4,0.4,40-45%,0.05,5-9%,58827085047,4,GTM,Correspondent member,Affiliate Country,-0.71,0.484,3.42,7,46.66666667,0.545454545,23.53
70,Guinea,Guinea,13.6434859,42.2783333,78.0950735,35.58133846,1571.768104,59.83413727,305.5538924,84.03239955,379.8397248,64.76306614,186.797443,66.41672982,77.88004647,80.18838913,267.6686541,63.98593312,110.3256268,93.6525252,3011.885244,111.67016,90.05098835,0.381592401,99.93149279,521.5389059,12.66167158,8.423913043,20.3196347,13.16872428,,57.89,Africa,Western Africa,Least Developed,Africa,10985600,4,0.42,40-45%,0.03,1-4%,6624068016,8,GIN,Non Member,Affiliate Country,-1.32,0.294,2.61,4,26.66666667,,57.89
71,Guinea-Bissau,Guinea-Bissau,16.063837,26.6666667,69.9339213,31.05765304,2406.966142,34.2869527,360.6627488,80.54795743,529.6172071,50.18045278,225.9163844,58.5807091,108.7415931,72.15231309,324.4357312,54.85683428,172.3281527,89.75889914,4251.014599,122.2711226,89.05473042,0.075517169,99.98644242,538.7338705,13.19047744,,17.57990868,17.42112483,,,Africa,Western Africa,Least Developed,Africa,1788000,8,0.43,40-45%,0.03,1-4%,1022371992,10,GNB,Non Member,Affiliate Country,-1.44,0.325,,4,26.66666667,,
72,Guyana,Guyana,44.0773853,56.3133333,76.3896311,57.44961958,1554.033392,60.37660976,241.8447675,88.06062245,525.9837684,50.5342111,160.9929918,71.58568907,44.51270015,88.87695343,324.1926301,54.89592902,309.2263315,81.16198621,3250.533164,88.61691836,92.21748733,1.129663841,99.79719166,3928.87895,45.58099118,31.25,46.80365297,52.67489712,,65.96,Americas,South America,Developing,Americas,743000,8,0.27,25-29%,0.06,5-9%,3096747287,9,GUY,Correspondent member,Affiliate Country,-0.16,0.582,3.45,7,46.66666667,,65.96
73,Haiti,Haiti,16.7804377,45.6933333,65.975142,36.9838529,1168.007436,72.18443964,333.7483378,82.24971126,185.9099025,83.64443318,327.426958,38.24685218,42.87002903,89.30469058,375.7146721,46.61031987,88.35028564,95.03252964,3228.458496,149.420319,86.50330154,557.0105562,0,810.3273325,19.84527964,7.608695652,15.52511416,24.14266118,,64.72,Americas,Caribbean,Least Developed,Americas,10924000,4,0.35,35-39%,0.04,1-4%,8713041023,7,HTI,Non Member,Affiliate Country,-1.53,0.374,2.58,4,26.66666667,,64.72
74,Honduras,Honduras,35.1598405,26.4216667,87.3011512,43.28549206,658.4909095,87.76962082,66.60953477,99.14045724,242.7596305,78.10943826,23.59508142,99.10823527,14.61534662,96.66196204,305.6305292,57.88102641,138.6979089,91.87080655,1594.516172,5.804904034,100,138.3123273,75.16881399,2356.517955,37.24784387,27.7173913,33.56164384,42.11248285,,19.51,Americas,Central America,Developing,Americas,8340000,5,0.34,30-34%,0.05,5-9%,19385314718,6,HND,Subscriber member,Affiliate Country,-0.74,0.505,3.32,5,33.33333333,,19.51
75,Hungary,Hungary,67.0241043,84.525,86.7519207,78.91600635,469.1631812,93.56081069,1283.156103,22.22022391,70.91029087,94.84100857,54.61642362,92.8942665,20.49907242,95.12989145,99.47805695,91.03380423,77.66552997,95.70350945,2130.373975,54.84152859,95.39163303,0.043788418,99.99213867,13486.58574,65.68709067,54.07608696,65.06849315,83.26474623,,69.05,Europe,Eastern Europe,Developed,European,9835030,5,0.15,15-19%,0.18,15-19%,1.38347E+11,3,HUN,Member body,Full Member,0.64,0.805,4.29,15,100,,69.05
76,Iceland,Iceland,85.3237137,84.43,93.9335763,87.7935207,323.4353458,98.01835937,605.4401652,65.07108505,49.77012954,96.89925387,19.14321823,100,6.339124867,98.81701759,99.60082746,91.01406067,13.74630034,99.71750041,1166.850115,48.90211213,95.94980788,0.472891714,99.91510184,47548.68774,86.2287382,81.79347826,84.24657534,89.0260631,,88.86,Europe,Northern Europe,Developed,European,330828,9,0.2,20-24%,0.14,10-14%,17036097482,6,ISL,Member body,Associate Member,1.48,0.847,5.31,12,80,,88.86
77,India,India,39.0412126,78.74,69.7447988,59.85174884,1211.34287,70.85888776,470.9228243,73.57639469,395.1997446,63.26758613,518.3626923,0,58.44272103,85.24969818,255.0838958,66.00977349,154.5348652,90.87627956,3289.749352,208.8512766,80.91809528,17.00846239,96.94647396,1455.102191,29.38843811,42.93478261,46.11872146,37.72290809,100,36.22,Asia,Southern Asia,Developing,South-East Asia,1314097616,1,0.29,25-29%,0.05,5-9%,2.04852E+12,1,IND,Member body,Full Member,-0.19,0.473,3.88,15,100,1,36.22
78,Indonesia,Indonesia,46.6606552,63.627619,86.7865397,63.63308212,1203.397786,71.10191339,207.2959113,90.24508966,514.7897724,51.62407931,57.29686752,92.35733955,7.587141345,98.49204505,88.75164211,92.75879178,57.39576981,96.97640705,2258.6298,104.041414,90.76792312,18.07349607,96.75526866,3623.53236,44.26207027,41.84782609,44.97716895,55.55555556,57.14285708,33.74,Asia,South-Eastern Asia,Developing,South-East Asia,255741973,1,0.29,25-29%,0.05,5-9%,8.88538E+11,1,IDN,Member body,Full Member,-0.24,0.603,3.84,15,100,0.727272727,33.74
79,Iran (Islamic Republic of),Iran,46.3117924,41.0733333,86.4796591,54.79259081,925.4628662,79.60343563,104.826778,96.72404398,142.4599302,87.87480303,190.9019131,65.59455234,80.5638871,79.48954057,152.922872,82.43898089,39.55239818,98.09693264,1758.308135,114.3527079,89.79888769,7.264782396,98.69575499,6400.294877,53.53626946,30.70652174,34.47488584,66.52949246,,15.48,Asia,Southern Asia,Developing,Eastern Mediterrainian,78483446,1,0.24,20-24%,0.05,5-9%,4.25326E+11,2,IRN,Member body,Full Member,-0.7,0.683,3.43,10,66.66666667,,15.48
80,Iraq,Iraq,39.1397171,58.9516667,83.4643209,57.74816803,733.8517218,85.46447103,171.0123578,92.53923891,210.517395,81.24860208,180.6674054,67.64465419,28.2935924,93.10026682,313.8549611,56.55839971,17.48119721,99.48295687,1926.010182,270.3315511,75.1402982,0,100,6882.406872,54.7202017,,25.79908676,36.89986283,,44.57,Asia,Western Asia,Developing,Eastern Mediterrainian,37056000,2,0.41,40-45%,0.03,1-4%,2.23508E+11,3,IRQ,Member body,Full Member,-1.08,0.467,,11,73.33333333,,44.57
81,Ireland,Ireland,85.0580254,96.595,92.928462,91.39860437,328.2639582,97.87066092,601.1214628,65.34414948,51.88800792,96.6930533,42.29322995,95.36275868,13.68018767,96.90546923,99.99475105,90.95071114,51.00197383,97.37792377,1238.187033,49.93746677,95.85250726,0.005994619,99.99892379,50470.31947,87.20085477,74.72826087,83.78995434,94.51303155,,93.19,Europe,Northern Europe,Developed,European,4630308,6,0.22,20-24%,0.13,10-14%,2.50814E+11,3,IRL,Member body,Full Member,1.46,0.887,5.05,15,100,,93.19
82,Israel,Israel,83.4950068,84.43,94.6327806,87.3775034,407.1014348,95.45916631,491.7755883,72.25790881,33.48175134,98.48512057,30.76254827,97.67250064,2.489632678,99.81939159,79.7696992,94.20323896,51.92154933,97.3201764,1140.574423,43.256176,96.48040202,0.016042964,99.99711981,36050.69796,81.71585102,83.9673913,78.31050228,89.98628258,,88.86,Asia,Western Asia,Developing,European,8375384,5,0.28,25-29%,0.11,10-14%,3.05675E+11,2,ISR,Member body,Full Member,1.22,0.854,5.39,12,80,,88.86
83,Italy,Italy,68.6198097,94.43,90.5481147,83.71686766,499.170033,92.64295583,930.7340973,44.50328616,24.03575737,99.40480006,24.46591678,98.93379589,8.604065822,98.22724684,113.3726562,88.79931944,23.26600079,99.11968358,1700.547936,76.70383484,93.33705584,0.195573689,99.96488869,35477.47287,81.45455555,51.08695652,60.73059361,81.20713306,,88.86,Europe,Southern Europe,Developed,European,62466780,2,0.14,10-14%,0.22,20-26%,2.14116E+12,1,ITA,Member body,Full Member,0.45,0.79,4.18,15,100,,88.86
84,Jamaica,Jamaica,51.0085259,69.48,90.5186705,68.45632536,451.4307139,94.10321452,190.4200457,91.31212281,118.4126011,90.21609558,72.16833349,89.37839607,15.92197685,96.32172699,258.7002144,65.42820876,99.71500691,94.31884945,1277.88709,67.93225331,94.16139208,3.185944094,99.42802806,5290.486134,50.4317897,39.13043478,50,64.47187929,,78.96,Americas,Caribbean,Developing,Americas,2727000,7,0.24,20-24%,0.09,5-9%,13891359468,7,JAM,Member body,Affiliate Country,-0.02,0.668,3.74,9,60,,78.96
85,Japan,Japan,83.2923764,88.0266667,91.8415002,87.65018283,305.3400186,98.57186242,569.8524246,67.3212392,93.61413265,92.63052044,52.61369788,93.2954379,13.80010264,96.87424442,113.8112611,88.72878441,134.9562781,92.10577296,1315.951349,26.16539368,98.08656063,5.79803983,98.959079,38633.70806,82.8439415,79.89130435,86.75799087,83.67626886,100,64.08,Asia,Eastern Asia,Developed,Western Pacific,126866820,1,0.13,10-14%,0.26,20-26%,4.60146E+12,1,JPN,Member body,Full Member,1.59,0.808,5.24,15,100,1,64.08
86,Jordan,Jordan,54.6471355,43.7083333,88.6069386,59.59362356,643.5315603,88.22720003,139.5193029,94.53049284,403.586101,62.45107492,106.0412518,82.5932204,51.00247151,87.18707389,90.80877612,92.4279701,50.82183426,97.38923615,1569.205431,83.83397107,92.66697945,0.060161709,99.98919918,5200.285397,50.15144789,51.63043478,47.94520548,68.86145405,,20.75,Asia,Western Asia,Developing,Eastern Mediterrainian,8118000,5,0.37,35-39%,0.03,1-4%,35826925775,5,JOR,Member body,Associate Member,-0.11,0.7,4.2,10,66.66666667,,20.75
87,Kazakhstan,Kazakhstan,59.0557115,40.6683333,72.3872966,55.81190924,1582.997137,59.49066163,556.2062921,68.18406166,555.2000961,47.68965527,185.5176689,66.67308482,199.2764525,48.57782983,187.6973838,76.8466557,82.81208508,95.3803168,3466.831932,106.6637045,90.52148533,10.46111191,98.12191855,13611.53736,65.83743265,54.89130435,38.12785388,77.36625514,,34.67,Asia,Central Asia,Developing,European,17544274,3,0.25,25-29%,0.07,5-9%,2.17872E+11,3,KAZ,Member body,Associate Member,-0.54,0.762,4.32,7,46.66666667,,34.67
88,Kenya,Kenya,35.8636409,80.5247619,86.8850905,63.07293318,733.4811169,85.47580716,221.5060283,89.34660739,259.7663554,76.45363199,163.9598338,70.99139295,39.33402836,90.22543414,164.3659867,80.59873598,52.12523787,97.30738519,1718.433903,71.10312213,93.86339997,12.79219375,97.70341987,1257.202838,27.0052802,33.69565217,39.26940639,43.48422497,85.71428569,75.86,Africa,Eastern Africa,Developing,Africa,44306000,2,0.41,40-45%,0.03,1-4%,60936509778,4,KEN,Member body,Associate Member,-0.49,0.515,3.54,12,80,0.909090909,75.86
89,Kiribati,Kiribati,38.9849366,35.755,85.9636158,49.30028498,1211.626617,70.85020846,111.4731704,96.30380354,252.4409417,77.16684785,63.32795163,91.14923682,58.38805166,85.2639336,161.3230654,81.0880888,72.69018358,96.01595057,2193.68798,261.8391042,75.9384019,0.578895085,99.89607107,1556.461022,30.48620008,,31.05022831,55.41838134,,71.51,Oceania,Micronesia,Least Developed,Western Pacific,113400,10,0.36,35-39%,0.04,1-4%,166756805,10,KIR,Non Member,Non Member,-0.85,0.602,,0,0,,71.51
90,Kuwait,Kuwait,60.3930321,41.5266667,94.0350843,61.78285049,854.7247604,81.76718525,153.6218408,93.63881262,47.09723525,97.15949181,59.88049147,91.83980687,30.91999681,92.41637415,82.33205194,93.79116963,34.35217727,98.4234954,1297.679004,34.74658637,97.28011677,0.003863576,99.99930637,48926.52543,86.69441687,44.56521739,48.85844749,61.45404664,,29.72,Asia,Western Asia,Developing,Eastern Mediterrainian,3837700,7,0.23,20-24%,0.02,1-4%,1.63612E+11,3,KWT,Member body,Non Member,-0.07,0.646,3.94,8,53.33333333,,29.72
91,Kyrgyzstan,Kyrgyzstan,36.5814073,52.3433333,80.1251914,53.53407317,1026.801664,76.50366664,463.7049017,74.03277203,443.724774,58.5430993,141.572037,75.47595294,90.5280614,76.89495698,182.6140919,77.66413436,156.6374634,90.74424088,2603.674764,97.40026792,91.39204516,0.691502771,99.87585464,1282.437162,27.32925283,21.4673913,34.70319635,62.82578875,,78.02,Asia,Central Asia,Developing,European,5951000,6,0.32,30-34%,0.04,1-4%,7404412710,8,KGZ,Correspondent member,Affiliate Country,-0.69,0.656,3.09,4,26.66666667,,78.02
92,Lao People's Democratic Republic,Laos,32.5606377,10.5366667,74.0855995,29.40198475,1677.904425,56.58762081,191.2437385,91.26004207,699.1195344,33.67739194,196.4838091,64.47642769,108.0776731,72.32519203,248.0237004,67.14517141,133.0562442,92.22509103,3366.407611,101.9822144,90.9614427,10.51627135,98.11201579,1700.537964,31.92942789,,33.10502283,32.64746228,,7.74,Asia,South-Eastern Asia,Least Developed,Western Pacific,6903049,5,0.37,35-39%,0.04,1-4%,11997062177,7,LAO,Subscriber member,Affiliate Country,-0.76,0.436,,2,13.33333333,,7.74
